latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.959578,75.81576,438.0,19800,Asia/Kolkata,GMT+5:30

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),wind_speed_10m_min (km/h),wind_speed_10m_mean (km/h)
2018-03-01,53,24.5,32.1,19.0,0.90,0.90,13.9,68,22,44,5.2,8.6
2018-03-02,1,25.2,32.7,18.9,0.00,0.00,18.7,67,13,34,5.1,10.9
2018-03-03,3,25.2,32.8,18.1,0.00,0.00,21.5,61,14,32,5.8,11.9
2018-03-04,51,22.7,29.2,17.5,0.50,0.50,21.2,78,21,50,3.1,11.4
2018-03-05,51,22.2,29.1,16.6,0.30,0.30,16.6,75,17,43,1.0,9.0
2018-03-06,2,22.3,29.5,14.7,0.00,0.00,15.5,60,16,33,2.3,9.8
2018-03-07,0,22.8,30.4,15.8,0.00,0.00,11.2,53,15,32,4.9,7.6
2018-03-08,1,23.4,31.0,16.4,0.00,0.00,13.3,48,14,30,6.8,9.2
2018-03-09,2,23.9,30.7,17.4,0.00,0.00,12.3,56,17,36,3.9,8.5
2018-03-10,1,25.0,31.9,18.5,0.00,0.00,15.3,49,15,30,5.2,9.3
2018-03-11,0,25.5,32.7,18.6,0.00,0.00,13.5,57,16,31,1.8,8.1
2018-03-12,0,25.9,33.2,17.8,0.00,0.00,12.7,57,16,30,0.8,8.3
2018-03-13,0,26.3,34.5,18.4,0.00,0.00,14.7,48,10,26,5.2,9.4
2018-03-14,1,25.9,32.6,20.2,0.00,0.00,17.8,37,15,22,7.5,12.6
2018-03-15,53,24.9,30.5,20.7,1.50,1.50,17.7,52,17,34,7.2,10.6
2018-03-16,53,24.6,31.6,18.8,0.50,0.50,16.3,47,14,30,4.3,10.0
2018-03-17,0,24.5,32.0,17.5,0.00,0.00,15.3,47,10,26,4.7,9.2
2018-03-18,2,25.0,32.7,18.0,0.00,0.00,13.5,41,13,26,5.3,8.7
2018-03-19,3,25.2,33.1,19.1,0.00,0.00,12.4,42,16,29,6.8,9.6
2018-03-20,3,26.1,32.7,19.4,0.00,0.00,16.1,56,20,34,3.6,9.2
2018-03-21,1,25.6,31.5,20.2,0.00,0.00,21.2,41,14,26,6.4,13.1
2018-03-22,0,24.4,30.7,18.6,0.00,0.00,15.2,72,18,39,3.7,10.8
2018-03-23,0,24.0,30.3,18.0,0.00,0.00,14.5,66,19,37,7.6,10.8
2018-03-24,0,25.7,33.0,18.3,0.00,0.00,16.9,54,13,30,3.1,10.0
2018-03-25,0,26.6,33.8,19.8,0.00,0.00,18.6,49,13,28,6.1,10.8
2018-03-26,2,27.2,35.5,19.6,0.00,0.00,16.3,48,8,23,4.7,10.2
2018-03-27,2,28.4,36.5,19.6,0.00,0.00,14.4,37,8,17,0.8,8.6
2018-03-28,0,29.4,37.3,21.0,0.00,0.00,14.3,22,7,14,6.9,10.3
2018-03-29,0,29.3,37.1,21.0,0.00,0.00,17.1,50,7,21,4.8,10.4
2018-03-30,3,29.4,37.5,22.0,0.00,0.00,22.9,32,8,17,4.7,11.9
2018-03-31,0,29.2,37.8,20.2,0.00,0.00,18.5,45,7,20,4.4,10.3
2018-04-01,0,28.2,36.0,21.5,0.00,0.00,15.1,58,13,35,6.6,10.5
2018-04-02,3,29.5,37.0,22.1,0.00,0.00,18.3,57,15,33,6.2,11.3
2018-04-03,3,30.1,37.8,22.7,0.00,0.00,12.6,49,9,28,2.0,7.7
2018-04-04,1,30.9,38.8,22.5,0.00,0.00,20.7,41,8,20,2.5,10.6
2018-04-05,3,31.2,38.7,24.7,0.00,0.00,16.2,32,9,22,0.7,8.4
2018-04-06,53,29.1,36.3,24.0,2.00,2.00,17.9,60,18,37,6.1,11.7
2018-04-07,51,28.2,35.8,22.1,0.20,0.20,20.4,72,18,43,2.9,8.2
2018-04-08,51,28.7,36.8,22.1,0.30,0.30,22.0,65,17,40,2.2,9.4
2018-04-09,61,28.0,34.0,22.6,3.20,3.20,19.3,62,25,43,3.3,11.3
2018-04-10,55,27.7,35.0,22.8,2.10,2.10,19.1,73,24,48,1.6,9.9
2018-04-11,3,28.5,36.2,23.0,0.00,0.00,19.2,58,15,39,6.1,10.6
2018-04-12,51,27.0,34.7,21.4,0.20,0.20,24.0,76,20,49,4.2,11.0
2018-04-13,3,28.2,35.3,21.6,0.00,0.00,11.9,62,11,33,5.9,8.4
2018-04-14,3,29.5,36.4,23.3,0.00,0.00,14.5,37,15,25,4.8,8.6
2018-04-15,51,30.4,36.8,24.1,0.10,0.10,16.8,38,15,25,2.2,9.2
2018-04-16,51,31.4,39.0,24.2,0.10,0.10,23.2,37,12,23,7.1,12.9
2018-04-17,3,31.6,38.0,25.2,0.00,0.00,22.9,31,11,20,9.2,13.2
2018-04-18,1,31.3,38.1,24.8,0.00,0.00,18.2,29,10,18,3.7,12.7
2018-04-19,1,31.6,38.5,24.4,0.00,0.00,21.1,27,10,17,6.9,12.4
2018-04-20,51,30.8,37.2,23.7,0.10,0.10,33.8,29,10,18,3.3,18.4
2018-04-21,0,28.0,34.6,21.8,0.00,0.00,19.8,29,6,14,6.9,12.1
2018-04-22,0,28.4,35.0,22.0,0.00,0.00,15.0,34,8,17,8.9,12.6
2018-04-23,0,29.3,36.2,22.6,0.00,0.00,18.9,28,8,16,6.9,13.5
2018-04-24,0,31.0,38.2,22.5,0.00,0.00,17.0,23,7,12,4.0,10.7
2018-04-25,0,32.3,39.9,24.8,0.00,0.00,18.7,14,6,10,7.2,14.5
2018-04-26,0,33.8,40.8,27.5,0.00,0.00,20.1,23,8,14,9.9,16.1
2018-04-27,3,34.3,42.0,25.9,0.00,0.00,17.5,23,7,14,0.8,9.5
2018-04-28,51,33.9,41.5,27.5,0.10,0.10,24.0,39,12,22,6.1,14.6
2018-04-29,3,33.9,40.8,27.6,0.00,0.00,20.7,44,10,25,1.6,9.4
2018-04-30,55,33.7,41.2,26.4,2.20,2.20,25.3,43,10,25,6.3,13.6
2018-05-01,61,33.9,41.2,27.0,2.10,2.10,18.8,44,9,23,4.6,8.9
2018-05-02,63,31.6,40.2,25.0,3.40,3.40,25.9,71,15,42,1.8,11.3
2018-05-03,61,31.5,38.7,24.0,2.00,2.00,25.2,73,19,42,8.3,13.9
2018-05-04,2,32.5,41.0,25.9,0.00,0.00,18.4,63,13,38,5.7,11.8
2018-05-05,3,33.3,40.0,26.7,0.00,0.00,23.3,64,11,35,1.3,10.7
2018-05-06,2,33.5,40.0,27.0,0.00,0.00,21.3,45,11,26,5.1,11.9
2018-05-07,1,32.6,39.0,25.9,0.00,0.00,18.4,50,8,25,5.5,12.2
2018-05-08,51,29.6,34.5,25.6,0.50,0.50,30.9,49,22,31,4.5,13.2
2018-05-09,51,31.0,37.7,23.4,0.20,0.20,20.7,44,14,28,2.5,9.9
2018-05-10,2,32.1,39.5,24.1,0.00,0.00,17.4,50,12,28,5.4,9.7
2018-05-11,2,34.8,42.2,27.5,0.00,0.00,17.5,36,10,21,3.7,10.6
2018-05-12,3,35.5,42.1,29.4,0.00,0.00,21.5,28,9,17,7.4,14.6
2018-05-13,2,34.3,41.0,27.8,0.00,0.00,22.7,36,8,20,1.8,11.4
2018-05-14,2,33.0,41.2,25.3,0.00,0.00,19.3,57,8,31,4.9,11.6
2018-05-15,2,34.0,41.4,26.5,0.00,0.00,24.3,56,12,31,3.9,11.4
2018-05-16,2,33.5,40.3,26.5,0.00,0.00,17.0,64,11,33,1.5,7.8
2018-05-17,2,34.4,41.0,28.5,0.00,0.00,23.4,34,14,23,6.7,11.4
2018-05-18,3,33.9,40.1,27.6,0.00,0.00,17.8,34,12,24,5.9,10.8
2018-05-19,3,33.1,40.0,27.0,0.00,0.00,24.5,47,12,32,6.2,11.6
2018-05-20,3,33.8,39.6,27.1,0.00,0.00,14.5,48,14,28,2.0,7.9
2018-05-21,3,35.4,41.1,29.8,0.00,0.00,15.1,30,13,19,8.9,12.2
2018-05-22,1,36.1,42.9,28.6,0.00,0.00,14.2,22,10,16,3.1,9.6
2018-05-23,1,36.3,42.4,29.3,0.00,0.00,17.9,28,8,18,1.5,10.7
2018-05-24,2,36.0,42.0,30.5,0.00,0.00,22.9,34,8,17,6.7,14.9
2018-05-25,2,35.7,42.5,28.8,0.00,0.00,17.3,31,10,17,1.5,7.2
2018-05-26,0,36.3,43.2,29.5,0.00,0.00,18.4,15,6,11,3.3,11.1
2018-05-27,0,36.4,43.0,29.8,0.00,0.00,20.4,13,4,8,4.6,12.9
2018-05-28,0,36.3,43.1,29.5,0.00,0.00,16.1,19,6,10,7.2,10.9
2018-05-29,3,36.7,43.8,29.2,0.00,0.00,23.8,22,7,15,4.3,11.8
2018-05-30,53,34.4,38.6,30.2,1.30,1.30,17.5,39,20,28,3.1,7.9
2018-05-31,1,34.9,41.2,27.5,0.00,0.00,14.3,54,15,30,4.3,8.4
2018-06-01,2,36.7,43.8,29.8,0.00,0.00,18.8,38,10,21,6.6,13.1
2018-06-02,51,35.4,42.3,27.7,0.10,0.10,23.8,60,9,29,3.6,10.2
2018-06-03,3,36.3,42.2,29.8,0.00,0.00,28.5,38,9,22,0.7,17.1
2018-06-04,1,36.3,42.9,28.8,0.00,0.00,18.8,41,13,24,2.3,12.2
2018-06-05,51,36.9,42.2,31.0,0.30,0.30,18.2,48,18,32,2.9,9.2
2018-06-06,53,35.2,41.7,31.4,0.50,0.50,29.3,57,26,42,1.1,11.1
2018-06-07,61,35.1,41.7,30.6,1.40,1.40,31.8,59,22,43,5.6,10.3
2018-06-08,63,34.5,40.2,27.2,5.40,5.40,34.2,85,28,45,3.7,13.3
2018-06-09,51,33.3,37.4,29.2,0.70,0.70,18.1,68,38,51,3.6,10.6
2018-06-10,51,31.9,36.8,27.1,1.00,1.00,21.5,89,41,60,4.1,9.4
2018-06-11,2,34.3,39.3,28.5,0.00,0.00,20.4,67,24,41,8.3,14.8
2018-06-12,1,35.7,41.0,30.8,0.00,0.00,29.0,56,23,38,15.6,22.4
2018-06-13,1,34.9,39.7,30.9,0.00,0.00,30.1,52,21,37,20.7,25.9
2018-06-14,0,33.5,38.0,28.9,0.00,0.00,26.9,58,25,39,18.9,23.8
2018-06-15,0,33.2,37.7,28.8,0.00,0.00,27.2,53,29,40,13.4,21.6
2018-06-16,0,33.6,38.2,29.5,0.00,0.00,25.1,53,27,40,15.8,20.1
2018-06-17,1,34.1,38.2,30.8,0.00,0.00,24.7,49,25,37,5.5,17.2
2018-06-18,1,33.5,38.4,30.0,0.00,0.00,21.9,52,27,41,7.0,13.0
2018-06-19,55,32.9,39.0,27.8,1.70,1.70,15.3,57,30,43,3.3,9.2
2018-06-20,2,35.0,40.8,28.2,0.00,0.00,13.9,67,18,37,0.4,8.1
2018-06-21,2,36.0,41.8,31.0,0.00,0.00,22.4,42,20,30,0.8,8.7
2018-06-22,1,36.5,42.0,30.5,0.00,0.00,18.5,49,17,30,1.5,9.4
2018-06-23,3,36.1,41.2,31.6,0.00,0.00,23.6,48,21,33,5.4,13.3
2018-06-24,51,34.3,38.2,30.9,0.10,0.10,14.8,54,27,40,3.4,7.0
2018-06-25,51,32.7,37.6,29.8,0.70,0.70,23.2,64,34,50,2.3,14.3
2018-06-26,53,30.3,34.8,27.1,1.40,1.40,15.9,80,44,61,2.1,9.0
2018-06-27,63,27.5,31.2,24.9,13.20,13.20,14.4,97,61,81,3.2,8.4
2018-06-28,63,26.9,30.9,24.4,26.00,26.00,19.1,97,65,85,4.1,12.2
2018-06-29,63,26.8,30.7,24.5,17.30,17.30,19.0,97,64,85,1.3,11.2
2018-06-30,63,28.1,31.8,24.0,12.10,12.10,13.8,98,59,79,3.3,8.6
2018-07-01,51,29.9,32.8,27.0,0.70,0.70,22.7,76,53,65,8.1,15.2
2018-07-02,3,30.3,33.0,27.5,0.00,0.00,23.7,72,54,61,9.4,15.6
2018-07-03,51,30.5,34.5,27.1,0.40,0.40,20.5,74,45,62,7.4,15.8
2018-07-04,53,29.2,32.7,27.0,2.70,2.70,23.0,78,53,69,5.9,13.2
2018-07-05,51,30.6,34.9,27.2,0.40,0.40,21.3,74,46,60,4.3,12.9
2018-07-06,3,31.3,35.7,27.2,0.00,0.00,15.8,67,37,54,4.2,10.7
2018-07-07,2,32.3,36.4,28.4,0.00,0.00,17.3,64,35,50,4.6,11.8
2018-07-08,51,33.7,38.4,28.9,0.20,0.20,21.7,59,28,43,4.1,14.4
2018-07-09,51,34.6,38.9,31.2,0.80,0.80,20.7,50,28,41,6.6,13.8
2018-07-10,51,34.1,39.0,30.1,0.60,0.60,14.8,68,31,49,3.3,9.4
2018-07-11,63,31.1,37.3,27.1,9.80,9.80,21.3,92,42,66,1.3,10.1
2018-07-12,63,28.8,33.3,26.1,15.30,15.30,17.4,94,57,80,3.3,9.2
2018-07-13,61,28.1,32.4,25.4,6.60,6.60,11.8,96,59,82,1.1,7.0
2018-07-14,63,27.6,31.4,24.9,10.60,10.60,10.4,98,61,86,0.0,5.1
2018-07-15,61,27.6,31.1,25.2,4.00,4.00,11.2,97,68,87,1.5,7.3
2018-07-16,63,28.4,31.9,25.6,12.20,12.20,13.6,99,70,85,5.1,9.7
2018-07-17,61,29.0,32.5,25.1,7.20,7.20,15.6,99,63,82,3.5,9.4
2018-07-18,55,28.8,32.0,26.0,4.90,4.90,11.9,97,69,83,3.1,7.3
2018-07-19,63,27.3,29.9,25.5,14.80,14.80,9.9,98,77,89,3.3,6.1
2018-07-20,63,27.4,31.7,25.1,17.70,17.70,12.1,98,68,88,2.3,6.5
2018-07-21,63,26.8,30.3,24.5,28.20,28.20,14.7,98,76,90,1.1,7.8
2018-07-22,61,25.8,28.5,24.5,13.70,13.70,12.2,98,77,90,2.9,8.6
2018-07-23,63,26.7,30.4,24.5,16.40,16.40,13.4,98,69,88,2.6,8.0
2018-07-24,65,27.0,30.9,24.8,44.60,44.60,10.4,97,66,87,1.0,6.7
2018-07-25,63,26.7,29.4,24.9,8.00,8.00,18.3,96,76,89,6.9,11.9
2018-07-26,51,26.3,28.1,25.4,3.00,3.00,22.4,86,75,81,5.4,14.3
2018-07-27,53,27.2,30.8,25.1,1.70,1.70,23.3,85,64,78,7.8,15.1
2018-07-28,51,27.4,31.0,24.4,0.20,0.20,19.2,90,62,77,8.2,14.1
2018-07-29,51,28.3,32.2,25.2,0.30,0.30,20.3,84,63,73,7.3,13.3
2018-07-30,3,28.3,31.8,25.0,0.00,0.00,18.5,82,62,72,5.4,14.2
2018-07-31,53,28.2,32.2,25.8,1.50,1.50,23.4,91,59,73,6.4,16.6
2018-08-01,3,28.4,32.4,25.4,0.00,0.00,24.5,89,56,69,9.5,17.0
2018-08-02,3,28.3,31.6,25.2,0.00,0.00,23.0,80,54,66,9.2,16.3
2018-08-03,3,28.5,31.6,25.7,0.00,0.00,25.3,76,52,64,7.9,17.5
2018-08-04,3,28.1,31.1,25.6,0.00,0.00,23.5,74,57,66,5.1,15.6
2018-08-05,53,27.9,31.5,25.8,0.90,0.90,25.0,76,53,67,5.7,15.0
2018-08-06,53,26.2,28.5,24.6,2.00,2.00,13.7,90,65,79,6.2,10.7
2018-08-07,53,26.4,29.6,24.4,3.10,3.10,9.7,96,66,83,2.6,5.8
2018-08-08,53,26.5,29.4,24.6,4.10,4.10,8.0,98,74,88,0.8,4.7
2018-08-09,53,28.0,31.7,24.5,3.00,3.00,12.8,97,62,82,0.7,7.4
2018-08-10,63,27.8,31.5,24.5,10.00,10.00,17.4,97,68,84,4.0,9.9
2018-08-11,51,28.6,31.6,25.6,0.20,0.20,23.6,93,59,71,6.2,16.3
2018-08-12,3,28.1,31.2,25.8,0.00,0.00,21.0,78,53,68,7.5,13.8
2018-08-13,51,27.7,30.9,24.5,2.10,2.10,12.3,87,60,75,5.6,8.5
2018-08-14,53,28.3,32.2,25.3,2.10,2.10,10.2,93,58,79,1.5,6.7
2018-08-15,63,28.5,33.5,26.3,4.30,4.30,15.0,95,54,77,1.3,7.5
2018-08-16,61,27.6,30.7,25.7,3.40,3.40,15.3,96,66,84,3.1,8.8
2018-08-17,61,28.8,32.7,25.8,2.20,2.20,17.5,95,63,81,4.8,12.3
2018-08-18,61,27.8,31.3,25.0,7.50,7.50,12.8,99,70,85,0.8,5.7
2018-08-19,63,27.4,30.8,25.1,10.10,10.10,17.5,96,71,86,2.1,9.9
2018-08-20,63,27.3,31.9,24.0,10.90,10.90,12.4,99,66,87,1.3,9.2
2018-08-21,63,28.0,31.6,24.8,5.70,5.70,11.5,95,64,84,1.9,6.5
2018-08-22,63,27.1,29.9,24.5,27.30,27.30,14.3,98,75,88,2.5,9.3
2018-08-23,63,25.8,28.3,24.4,7.60,7.60,21.0,98,75,88,3.3,14.2
2018-08-24,51,26.6,29.3,24.0,1.30,1.30,23.4,94,70,82,10.5,16.4
2018-08-25,51,26.8,30.0,24.1,1.30,1.30,25.3,87,64,76,6.4,15.2
2018-08-26,51,27.0,30.5,24.0,0.60,0.60,22.4,87,62,76,6.6,12.9
2018-08-27,53,27.1,30.8,24.0,2.40,2.40,15.1,89,64,78,1.5,10.5
2018-08-28,63,27.1,30.9,25.1,11.20,11.20,12.7,94,66,83,2.5,8.4
2018-08-29,63,26.6,30.1,23.9,26.40,26.40,11.0,100,78,91,1.6,5.0
2018-08-30,53,27.8,31.4,24.5,1.70,1.70,19.6,96,63,80,5.9,12.6
2018-08-31,51,27.9,31.9,25.2,0.70,0.70,23.3,84,59,75,9.8,15.7
2018-09-01,51,26.3,30.5,24.5,0.90,0.90,22.7,88,64,80,9.4,15.2
2018-09-02,63,25.3,27.5,23.5,25.00,25.00,15.4,95,81,89,4.5,11.9
2018-09-03,61,25.5,29.0,23.5,10.00,10.00,21.0,96,70,88,2.4,11.7
2018-09-04,55,26.4,30.2,23.9,3.00,3.00,18.6,93,65,82,5.5,13.7
2018-09-05,53,26.6,29.5,24.0,2.10,2.10,19.5,87,67,78,7.6,14.8
2018-09-06,61,25.5,29.5,23.5,9.00,9.00,18.6,91,66,82,9.0,12.9
2018-09-07,61,26.4,30.8,23.4,8.90,8.90,11.3,97,65,82,3.8,6.8
2018-09-08,65,25.3,28.8,23.9,34.60,34.60,22.5,99,74,91,0.5,14.8
2018-09-09,53,24.5,27.8,23.0,2.40,2.40,18.9,98,72,90,4.9,11.7
2018-09-10,53,25.2,28.5,23.3,3.50,3.50,17.6,96,71,87,9.2,12.9
2018-09-11,55,25.4,29.9,23.0,4.90,4.90,20.3,96,72,88,9.8,14.0
2018-09-12,51,26.6,31.0,23.6,0.30,0.30,24.9,88,63,78,7.4,16.7
2018-09-13,3,25.9,29.8,22.9,0.00,0.00,23.4,90,58,75,6.2,14.5
2018-09-14,1,25.5,29.8,21.8,0.00,0.00,16.3,88,59,75,5.6,11.2
2018-09-15,1,25.9,30.0,22.1,0.00,0.00,13.8,80,56,70,6.2,9.9
2018-09-16,1,26.4,31.4,22.5,0.00,0.00,15.5,77,46,65,5.8,11.2
2018-09-17,51,26.5,31.7,23.0,0.30,0.30,17.1,72,50,65,2.3,11.6
2018-09-18,2,27.4,32.8,23.0,0.00,0.00,14.3,71,35,55,6.5,11.5
2018-09-19,2,28.0,33.3,23.5,0.00,0.00,19.9,61,34,49,8.2,13.7
2018-09-20,1,27.8,34.0,23.1,0.00,0.00,18.3,75,32,52,4.6,12.0
2018-09-21,51,26.5,30.6,22.9,1.20,1.20,18.9,85,58,74,5.4,13.1
2018-09-22,63,24.5,28.6,22.4,12.50,12.50,22.5,96,76,88,14.3,18.0
2018-09-23,65,23.8,26.2,22.5,27.90,27.90,22.4,98,74,92,12.9,18.8
2018-09-24,65,24.5,27.4,22.9,21.60,21.60,23.0,98,77,89,10.2,16.6
2018-09-25,2,25.7,31.6,21.0,0.00,0.00,17.6,99,48,78,6.5,11.1
2018-09-26,1,26.4,32.0,21.4,0.00,0.00,15.9,95,47,69,1.6,9.1
2018-09-27,2,26.6,32.3,22.5,0.00,0.00,15.7,77,40,58,4.1,9.7
2018-09-28,3,26.2,31.9,21.0,0.00,0.00,10.4,70,35,56,2.8,7.7
2018-09-29,2,26.3,32.8,21.0,0.00,0.00,12.1,70,31,51,4.3,8.5
2018-09-30,1,27.3,33.0,22.5,0.00,0.00,15.0,66,33,50,2.3,9.5
2018-10-01,1,27.2,34.0,22.0,0.00,0.00,12.8,64,26,47,1.5,9.5
2018-10-02,2,27.7,33.5,22.6,0.00,0.00,11.3,62,31,49,1.4,8.0
2018-10-03,2,26.9,32.7,22.3,0.00,0.00,13.2,69,30,54,4.5,8.6
2018-10-04,2,26.5,33.8,21.2,0.00,0.00,9.8,77,25,56,3.6,7.3
2018-10-05,1,27.4,33.9,21.0,0.00,0.00,14.8,82,25,47,2.9,7.6
2018-10-06,1,27.7,33.8,21.6,0.00,0.00,10.6,58,25,41,1.1,7.1
2018-10-07,2,26.4,33.5,20.5,0.00,0.00,13.0,75,23,52,1.6,7.2
2018-10-08,3,26.6,33.8,20.5,0.00,0.00,13.8,86,25,58,5.6,8.2
2018-10-09,3,28.3,35.7,21.0,0.00,0.00,19.0,57,17,35,6.8,12.1
2018-10-10,3,28.5,34.8,22.2,0.00,0.00,15.5,42,22,31,6.1,11.0
2018-10-11,0,27.3,33.7,22.3,0.00,0.00,13.1,68,15,36,7.0,10.1
2018-10-12,1,25.9,32.2,20.8,0.00,0.00,14.7,86,23,54,1.5,9.1
2018-10-13,1,25.8,32.1,20.2,0.00,0.00,14.8,69,23,45,5.7,8.8
2018-10-14,3,25.3,32.8,19.1,0.00,0.00,16.6,67,18,43,1.6,7.7
2018-10-15,3,26.3,34.1,19.2,0.00,0.00,13.2,72,17,41,5.8,8.5
2018-10-16,3,27.3,34.0,20.4,0.00,0.00,13.7,51,18,32,3.3,9.9
2018-10-17,3,27.8,34.3,22.7,0.00,0.00,18.0,41,15,28,6.6,10.7
2018-10-18,1,27.2,34.3,21.4,0.00,0.00,22.6,41,13,26,6.1,13.0
2018-10-19,1,26.8,32.8,21.2,0.00,0.00,14.0,54,21,35,2.3,7.8
2018-10-20,1,26.2,33.2,20.5,0.00,0.00,14.4,61,17,40,4.5,9.5
2018-10-21,1,25.6,31.8,20.6,0.00,0.00,14.6,59,22,39,5.8,9.9
2018-10-22,0,24.7,31.1,18.5,0.00,0.00,15.0,49,14,29,1.8,9.1
2018-10-23,2,24.2,31.9,17.9,0.00,0.00,12.6,49,14,33,4.7,7.9
2018-10-24,2,24.0,30.9,17.5,0.00,0.00,19.4,57,25,40,5.9,10.0
2018-10-25,51,24.6,31.9,18.1,0.30,0.30,16.0,62,17,42,3.9,7.7
2018-10-26,61,24.9,32.0,18.7,1.70,1.70,18.2,64,25,44,5.3,8.9
2018-10-27,3,24.1,30.9,19.1,0.00,0.00,11.6,71,22,48,3.3,7.2
2018-10-28,0,24.3,31.0,18.4,0.00,0.00,9.9,61,21,43,3.4,6.8
2018-10-29,0,24.0,31.0,18.4,0.00,0.00,8.7,65,24,45,1.8,5.7
2018-10-30,0,23.8,30.1,18.0,0.00,0.00,9.0,69,28,47,4.3,6.5
2018-10-31,0,24.1,30.8,18.5,0.00,0.00,9.2,71,28,50,1.8,6.1
2018-11-01,2,24.2,31.0,18.4,0.00,0.00,11.3,74,30,52,2.4,7.0
2018-11-02,0,24.8,31.7,18.5,0.00,0.00,13.0,73,24,46,6.2,9.4
2018-11-03,3,25.0,31.5,18.4,0.00,0.00,16.1,63,24,42,3.1,8.4
2018-11-04,1,23.5,29.7,18.4,0.00,0.00,18.7,66,14,35,10.6,14.4
2018-11-05,1,20.7,27.6,14.3,0.00,0.00,11.6,57,14,35,6.9,9.3
2018-11-06,0,20.4,27.5,14.9,0.00,0.00,11.3,76,16,40,7.0,9.2
2018-11-07,0,20.0,27.9,13.6,0.00,0.00,9.5,47,14,28,4.1,7.4
2018-11-08,0,20.1,27.5,14.8,0.00,0.00,10.6,57,21,40,4.6,6.7
2018-11-09,0,21.1,28.6,15.4,0.00,0.00,9.0,59,20,41,2.8,6.3
2018-11-10,0,21.6,28.9,15.1,0.00,0.00,10.2,67,24,44,1.3,5.7
2018-11-11,0,22.2,29.6,15.8,0.00,0.00,10.4,70,23,46,2.6,7.5
2018-11-12,0,23.0,30.7,16.0,0.00,0.00,12.0,67,21,43,2.1,8.6
2018-11-13,2,24.1,30.4,18.2,0.00,0.00,12.3,59,28,41,2.8,8.4
2018-11-14,2,22.5,27.8,18.5,0.00,0.00,13.5,75,37,55,3.4,8.4
2018-11-15,2,22.5,29.4,16.9,0.00,0.00,14.1,85,16,49,2.5,8.9
2018-11-16,0,20.5,27.4,15.1,0.00,0.00,13.4,89,19,52,7.5,9.9
2018-11-17,1,20.6,27.8,13.7,0.00,0.00,9.9,73,24,46,0.7,6.5
2018-11-18,3,21.4,28.3,15.1,0.00,0.00,12.8,69,29,49,0.8,8.7
2018-11-19,3,22.1,29.4,16.6,0.00,0.00,10.6,71,29,52,5.4,7.7
2018-11-20,0,23.5,30.4,18.0,0.00,0.00,14.1,76,18,44,1.8,7.6
2018-11-21,3,21.8,28.7,16.6,0.00,0.00,10.3,82,27,49,0.5,6.3
2018-11-22,3,21.0,27.6,15.6,0.00,0.00,10.3,75,35,56,4.1,7.0
2018-11-23,0,21.7,28.9,15.8,0.00,0.00,13.8,89,22,51,3.9,8.7
2018-11-24,0,20.6,27.2,15.5,0.00,0.00,17.1,66,26,45,7.7,11.6
2018-11-25,3,20.7,27.9,14.1,0.00,0.00,10.2,69,24,46,5.9,8.2
2018-11-26,3,20.8,29.2,13.9,0.00,0.00,9.4,82,18,49,2.7,6.9
2018-11-27,3,19.7,25.9,14.6,0.00,0.00,11.9,76,39,59,6.1,9.1
2018-11-28,3,19.2,25.4,14.9,0.00,0.00,11.6,89,38,67,5.9,8.1
2018-11-29,2,19.2,26.2,13.4,0.00,0.00,8.6,91,32,65,1.4,5.5
2018-11-30,3,19.1,26.6,13.3,0.00,0.00,9.4,86,28,56,2.5,5.6
2018-12-01,0,18.6,25.6,13.1,0.00,0.00,10.8,83,29,56,2.9,7.2
2018-12-02,0,17.8,24.9,12.3,0.00,0.00,10.7,81,31,56,0.4,5.4
2018-12-03,1,18.8,24.1,15.0,0.00,0.00,9.4,66,30,50,1.6,5.9
2018-12-04,3,17.4,23.9,11.6,0.00,0.00,10.9,77,29,54,1.9,8.0
2018-12-05,1,17.5,23.7,12.1,0.00,0.00,11.3,71,29,50,1.4,6.0
2018-12-06,3,17.1,23.7,10.8,0.00,0.00,9.8,74,32,51,1.8,6.6
2018-12-07,0,17.0,23.6,11.1,0.00,0.00,10.2,80,30,54,6.1,7.5
2018-12-08,0,16.6,23.2,10.9,0.00,0.00,11.0,75,32,54,5.4,8.0
2018-12-09,0,16.9,23.5,11.6,0.00,0.00,10.4,73,30,53,5.1,7.2
2018-12-10,0,16.3,23.1,10.4,0.00,0.00,11.1,81,30,53,2.9,8.6
2018-12-11,51,15.6,21.0,10.2,0.20,0.20,12.0,91,39,66,3.7,7.5
2018-12-12,51,15.9,20.8,12.2,0.90,0.90,13.9,88,45,68,4.8,8.7
2018-12-13,1,14.6,20.3,10.4,0.00,0.00,12.1,94,35,67,5.4,9.6
2018-12-14,0,13.9,20.0,9.0,0.00,0.00,11.4,86,24,55,6.0,9.3
2018-12-15,0,13.7,20.4,8.6,0.00,0.00,10.9,83,24,53,6.0,8.4
2018-12-16,3,14.7,21.9,8.9,0.00,0.00,14.7,77,22,47,6.4,10.5
2018-12-17,3,15.0,21.6,10.4,0.00,0.00,12.8,65,20,43,5.2,9.7
