latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.959578,75.81576,438.0,19800,Asia/Kolkata,GMT+5:30

time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),rain_sum (mm),wind_speed_10m_max (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),wind_speed_10m_min (km/h),wind_speed_10m_mean (km/h)
2023-05-01,63,22.2,28.2,18.4,11.30,11.30,15.1,98,42,76,1.5,5.4
2023-05-02,51,24.1,31.4,17.6,0.40,0.40,13.2,97,34,66,2.9,6.0
2023-05-03,63,24.1,31.6,19.0,8.20,8.20,28.7,94,34,66,4.3,9.2
2023-05-04,3,25.2,31.8,18.8,0.00,0.00,8.9,95,30,59,0.5,5.0
2023-05-05,51,27.7,35.0,19.7,0.10,0.10,12.1,77,23,46,0.4,6.7
2023-05-06,3,29.6,36.8,22.6,0.00,0.00,20.0,55,19,35,0.7,9.1
2023-05-07,3,30.6,38.1,22.0,0.00,0.00,19.5,53,12,29,1.4,10.4
2023-05-08,1,31.6,38.0,24.9,0.00,0.00,21.7,41,7,20,2.9,13.9
2023-05-09,0,31.5,39.0,24.5,0.00,0.00,19.3,30,6,14,3.7,12.3
2023-05-10,0,30.8,38.5,22.5,0.00,0.00,22.4,29,7,15,1.4,11.5
2023-05-11,0,31.6,40.2,23.5,0.00,0.00,16.9,27,6,15,4.8,9.3
2023-05-12,2,33.7,41.8,25.6,0.00,0.00,24.9,29,7,15,5.4,12.6
2023-05-13,2,35.3,43.0,27.3,0.00,0.00,20.6,19,7,13,7.0,13.5
2023-05-14,3,34.6,42.5,28.6,0.00,0.00,29.1,31,9,18,5.6,12.4
2023-05-15,2,33.5,40.5,26.2,0.00,0.00,22.2,39,7,22,4.1,15.4
2023-05-16,51,32.9,37.7,28.2,0.40,0.40,24.5,55,15,31,7.6,16.7
2023-05-17,3,33.4,39.5,27.6,0.00,0.00,21.1,48,16,28,3.1,12.5
2023-05-18,3,31.6,38.3,25.8,0.00,0.00,17.4,52,17,30,3.7,9.9
2023-05-19,0,32.5,39.5,25.5,0.00,0.00,18.4,53,11,27,1.8,11.2
2023-05-20,0,34.1,41.2,25.9,0.00,0.00,21.4,37,8,19,3.7,11.6
2023-05-21,3,35.8,42.1,30.5,0.00,0.00,22.0,27,11,19,0.8,16.2
2023-05-22,2,35.7,41.8,30.2,0.00,0.00,24.7,33,13,22,10.6,18.5
2023-05-23,3,35.1,41.3,30.2,0.00,0.00,19.7,35,16,26,2.6,15.5
2023-05-24,65,28.4,35.0,23.6,16.20,16.20,24.2,84,29,56,2.9,10.2
2023-05-25,63,28.2,34.4,23.3,5.60,5.60,21.3,76,37,57,3.2,12.3
2023-05-26,63,27.3,34.2,20.6,3.20,3.20,20.4,91,35,62,3.1,10.1
2023-05-27,63,27.2,33.0,20.8,5.20,5.20,18.4,86,43,63,2.6,9.6
2023-05-28,61,28.3,35.8,21.2,1.90,1.90,34.4,88,28,60,2.5,10.9
2023-05-29,51,27.3,32.6,23.1,0.40,0.40,23.0,79,39,59,5.1,9.4
2023-05-30,53,28.0,35.1,22.2,0.90,0.90,19.6,77,31,55,4.0,10.0
2023-05-31,51,26.3,31.8,20.5,0.10,0.10,19.9,89,37,59,6.5,12.9
2023-06-01,51,27.6,35.2,21.8,0.40,0.40,18.9,75,29,54,4.4,11.9
2023-06-02,51,27.5,33.3,20.8,0.30,0.30,19.1,95,39,62,1.0,9.2
2023-06-03,51,29.0,36.4,23.8,0.70,0.70,23.8,80,25,56,0.5,8.8
2023-06-04,3,29.2,35.3,23.0,0.00,0.00,14.1,72,29,49,1.6,8.0
2023-06-05,1,30.1,36.0,24.0,0.00,0.00,16.8,74,26,46,6.5,10.5
2023-06-06,1,31.1,38.0,24.6,0.00,0.00,25.5,55,20,38,2.3,10.7
2023-06-07,0,31.8,38.7,25.4,0.00,0.00,14.5,50,16,32,3.1,8.6
2023-06-08,53,31.9,36.7,26.7,0.80,0.80,26.2,51,31,39,0.5,10.8
2023-06-09,1,33.0,39.3,27.5,0.00,0.00,20.4,55,20,40,1.8,14.2
2023-06-10,1,33.3,39.0,28.6,0.00,0.00,25.6,54,20,40,10.2,17.1
2023-06-11,1,33.5,38.9,28.4,0.00,0.00,20.8,60,29,42,6.4,14.7
2023-06-12,1,34.2,39.4,29.5,0.00,0.00,22.0,48,24,34,12.3,17.5
2023-06-13,1,34.5,39.6,29.6,0.00,0.00,21.3,51,24,36,11.0,16.8
2023-06-14,0,33.5,38.2,29.9,0.00,0.00,25.3,52,28,41,11.8,19.6
2023-06-15,51,32.5,37.9,29.4,0.40,0.40,21.6,60,29,46,9.3,16.9
2023-06-16,51,30.5,34.4,26.9,0.60,0.60,18.6,74,40,55,5.2,12.5
2023-06-17,51,28.9,34.0,25.8,1.00,1.00,24.8,84,42,65,0.7,13.3
2023-06-18,63,26.6,29.4,24.4,19.00,19.00,32.1,94,62,79,13.9,22.5
2023-06-19,63,25.5,30.2,24.2,51.50,51.50,26.2,94,65,89,13.5,20.4
2023-06-20,65,26.8,32.4,23.4,38.60,38.60,22.1,94,63,82,4.9,14.0
2023-06-21,53,29.6,34.8,25.0,0.90,0.90,23.9,91,50,71,0.5,13.7
2023-06-22,3,30.8,35.2,26.5,0.00,0.00,23.5,80,45,64,4.3,16.8
2023-06-23,53,31.2,35.8,27.0,0.60,0.60,22.5,79,46,62,5.4,15.7
2023-06-24,55,31.4,37.3,27.2,1.00,1.00,21.4,78,41,61,1.1,11.9
2023-06-25,61,28.6,31.0,25.6,3.20,3.20,21.2,93,57,72,4.5,10.2
2023-06-26,61,27.8,33.3,25.0,3.40,3.40,10.4,92,51,78,1.8,6.4
2023-06-27,51,28.5,33.5,24.6,0.30,0.30,11.2,89,52,75,2.4,7.6
2023-06-28,61,28.9,33.7,24.8,2.60,2.60,11.5,91,56,74,0.5,5.6
2023-06-29,63,26.9,31.8,24.6,19.00,19.00,12.2,96,65,85,1.1,6.1
2023-06-30,65,27.3,33.2,24.5,29.40,29.40,12.3,98,54,84,0.8,6.7
2023-07-01,53,28.8,34.1,24.6,0.80,0.80,19.2,98,53,76,2.5,11.3
2023-07-02,51,29.3,34.2,25.1,0.10,0.10,23.3,88,53,72,6.7,12.9
2023-07-03,53,30.6,35.2,26.1,0.90,0.90,15.3,84,46,67,5.4,9.8
2023-07-04,61,30.1,36.3,26.0,2.60,2.60,25.6,92,42,72,5.3,11.3
2023-07-05,53,29.1,35.0,25.1,1.90,1.90,23.8,94,52,77,2.2,7.5
2023-07-06,51,29.1,33.7,25.5,0.40,0.40,13.8,92,56,75,1.9,6.5
2023-07-07,63,28.8,33.2,25.8,20.50,20.50,9.7,94,59,78,2.6,7.0
2023-07-08,65,27.7,32.1,25.1,22.60,22.60,13.1,97,63,84,1.5,6.7
2023-07-09,65,26.9,32.0,24.5,31.00,31.00,8.7,99,64,88,1.5,4.2
2023-07-10,65,26.7,30.4,24.3,22.50,22.50,8.6,99,74,89,0.5,4.2
2023-07-11,61,28.8,33.8,25.0,2.80,2.80,16.1,97,49,77,2.9,9.1
2023-07-12,51,29.6,34.0,25.1,0.10,0.10,12.8,97,50,74,4.0,8.0
2023-07-13,53,29.4,33.7,26.2,1.90,1.90,17.8,89,54,76,4.7,10.8
2023-07-14,51,28.9,33.2,26.2,0.50,0.50,20.5,92,58,77,3.3,11.4
2023-07-15,55,28.4,32.9,25.7,3.30,3.30,17.8,97,61,80,2.1,12.3
2023-07-16,63,26.5,30.4,24.7,30.90,30.90,15.4,97,69,90,3.7,8.8
2023-07-17,55,28.4,32.6,25.0,1.60,1.60,13.8,98,61,81,0.7,7.4
2023-07-18,61,28.1,32.3,25.0,4.20,4.20,11.5,94,64,83,2.6,6.5
2023-07-19,53,28.6,32.3,25.1,1.00,1.00,13.0,99,64,81,3.3,9.0
2023-07-20,51,30.1,34.2,26.4,0.20,0.20,14.2,93,56,76,4.8,10.0
2023-07-21,51,30.8,34.4,27.5,0.50,0.50,17.3,84,56,71,4.9,10.4
2023-07-22,3,30.3,34.0,26.7,0.00,0.00,22.0,87,57,72,5.8,16.8
2023-07-23,61,29.1,32.7,25.6,2.90,2.90,25.3,92,62,77,10.4,18.3
2023-07-24,53,29.3,33.2,26.4,2.40,2.40,17.4,90,60,78,3.6,9.6
2023-07-25,61,28.3,33.0,24.7,5.90,5.90,9.2,97,65,83,1.4,5.2
2023-07-26,63,28.0,32.0,24.8,8.70,8.70,9.0,97,63,83,0.8,4.7
2023-07-27,63,27.4,31.9,24.8,5.70,5.70,9.7,99,65,86,1.4,4.0
2023-07-28,63,27.7,31.7,25.2,4.40,4.40,17.1,96,65,84,4.3,9.1
2023-07-29,63,25.3,27.9,23.8,21.90,21.90,16.9,97,81,91,4.1,11.5
2023-07-30,61,26.7,30.8,23.8,6.00,6.00,17.5,96,67,83,6.5,12.0
2023-07-31,51,27.8,31.6,25.0,1.00,1.00,19.0,90,62,79,8.9,12.6
2023-08-01,53,28.4,32.4,24.9,1.40,1.40,16.0,93,61,78,8.0,12.6
2023-08-02,51,28.9,32.5,25.3,0.50,0.50,22.2,91,63,75,12.0,15.5
2023-08-03,3,28.6,32.3,25.5,0.00,0.00,21.3,88,54,72,5.7,13.4
2023-08-04,61,27.6,31.8,25.5,4.60,4.60,18.4,91,64,80,1.6,11.0
2023-08-05,51,29.1,32.2,26.0,0.10,0.10,17.9,82,58,71,6.9,12.1
2023-08-06,3,28.6,33.0,25.6,0.00,0.00,22.0,84,51,70,14.1,17.4
2023-08-07,51,27.7,31.4,24.9,0.10,0.10,23.7,85,56,72,16.2,18.8
2023-08-08,3,27.8,32.3,24.3,0.00,0.00,23.2,88,52,71,10.1,17.7
2023-08-09,3,27.9,32.3,24.5,0.00,0.00,21.0,89,49,70,7.6,14.8
2023-08-10,3,28.0,31.9,24.3,0.00,0.00,19.4,90,52,70,6.2,12.5
2023-08-11,3,28.4,32.7,24.6,0.00,0.00,15.2,84,47,67,7.3,11.8
2023-08-12,3,28.5,32.9,24.6,0.00,0.00,19.5,82,47,64,10.9,15.5
2023-08-13,3,27.7,31.8,25.1,0.00,0.00,19.6,83,55,70,9.2,14.4
2023-08-14,51,27.5,30.5,24.4,0.20,0.20,11.5,84,60,73,4.0,8.4
2023-08-15,53,28.1,33.0,24.5,2.10,2.10,11.4,93,52,74,2.8,6.8
2023-08-16,51,29.0,34.0,25.5,0.40,0.40,16.8,83,47,68,1.8,10.6
2023-08-17,3,29.4,33.8,25.5,0.00,0.00,18.2,79,49,64,5.4,13.6
2023-08-18,53,29.2,33.9,24.9,1.20,1.20,17.3,81,47,65,4.6,11.5
2023-08-19,53,29.1,33.0,26.1,1.10,1.10,14.8,83,57,70,4.6,10.0
2023-08-20,61,29.4,34.4,26.4,2.60,2.60,16.0,90,55,76,2.0,8.2
2023-08-21,51,29.6,34.2,25.9,1.00,1.00,11.9,95,58,78,1.5,5.3
2023-08-22,63,29.4,35.1,27.0,10.50,10.50,16.6,87,56,79,1.3,11.4
2023-08-23,51,28.1,31.0,26.1,0.30,0.30,20.7,86,62,71,9.8,16.1
2023-08-24,51,27.4,31.0,24.8,0.10,0.10,19.2,81,51,67,5.9,14.4
2023-08-25,3,27.4,31.3,24.4,0.00,0.00,17.8,80,51,67,5.2,13.3
2023-08-26,3,27.8,32.8,24.4,0.00,0.00,18.9,78,41,64,6.4,13.3
2023-08-27,2,27.6,32.3,23.2,0.00,0.00,20.5,76,43,60,11.5,14.7
2023-08-28,1,28.3,33.0,24.7,0.00,0.00,20.2,72,48,60,11.5,15.2
2023-08-29,1,28.4,32.8,24.1,0.00,0.00,19.3,75,46,61,6.2,11.8
2023-08-30,51,28.0,33.7,24.5,0.30,0.30,16.1,90,46,68,3.1,9.0
2023-08-31,1,29.5,34.5,24.4,0.00,0.00,18.6,88,39,59,2.5,9.8
2023-09-01,1,30.4,35.0,26.1,0.00,0.00,18.4,63,37,51,8.5,12.7
2023-09-02,0,30.4,35.2,26.5,0.00,0.00,21.3,62,36,49,9.9,14.9
2023-09-03,0,29.5,34.8,25.4,0.00,0.00,21.1,65,34,49,6.8,14.3
2023-09-04,2,30.2,34.9,25.6,0.00,0.00,21.2,67,36,49,9.7,14.5
2023-09-05,51,30.2,35.8,25.8,0.10,0.10,20.9,75,35,51,5.6,14.6
2023-09-06,51,28.9,34.8,25.2,0.10,0.10,18.7,91,43,69,3.9,11.0
2023-09-07,51,28.9,34.5,24.2,0.10,0.10,14.6,92,43,69,2.9,8.9
2023-09-08,51,29.3,34.2,25.7,0.30,0.30,17.4,88,47,69,5.9,12.2
2023-09-09,61,27.6,33.4,24.6,1.70,1.70,21.4,95,52,77,8.7,14.0
2023-09-10,53,27.7,33.8,24.4,1.80,1.80,19.7,94,49,75,4.4,11.6
2023-09-11,53,27.8,32.5,23.6,1.80,1.80,15.0,99,55,77,1.5,8.2
2023-09-12,51,28.5,32.5,24.5,0.70,0.70,14.4,89,54,71,2.5,8.3
2023-09-13,61,28.1,32.8,24.0,3.10,3.10,13.0,96,56,76,3.2,6.8
2023-09-14,65,28.1,33.2,25.4,37.00,37.00,13.5,96,55,78,2.7,7.6
2023-09-15,3,28.7,33.6,24.1,0.00,0.00,14.3,99,54,76,2.3,8.0
2023-09-16,61,27.5,29.9,24.9,3.60,3.60,28.1,92,68,81,13.0,20.4
2023-09-17,53,25.6,29.5,23.5,3.60,3.60,28.8,97,67,85,13.3,20.5
2023-09-18,51,25.4,29.2,22.7,1.80,1.80,27.2,90,65,79,8.4,17.7
2023-09-19,51,27.2,31.3,23.5,0.30,0.30,17.2,92,57,76,5.0,11.1
2023-09-20,51,28.4,32.4,24.2,0.10,0.10,8.2,91,58,73,3.8,6.2
2023-09-21,55,28.2,33.3,25.4,1.10,1.10,12.6,95,53,75,1.5,5.9
2023-09-22,51,28.1,33.0,24.7,0.60,0.60,12.5,95,54,75,1.8,7.4
2023-09-23,63,27.1,31.0,24.0,3.70,3.70,17.7,88,60,76,2.3,8.0
2023-09-24,51,27.9,33.5,24.4,0.50,0.50,19.3,87,46,70,1.0,7.6
2023-09-25,53,27.4,32.0,23.4,0.80,0.80,11.9,88,54,72,2.7,6.2
2023-09-26,51,27.6,32.5,23.9,0.30,0.30,9.9,93,53,72,1.6,5.3
2023-09-27,1,28.1,33.2,24.4,0.00,0.00,10.5,81,39,60,2.6,7.1
2023-09-28,3,27.3,33.8,22.1,0.00,0.00,9.7,60,27,45,3.8,7.0
2023-09-29,3,27.5,34.3,21.5,0.00,0.00,10.6,58,22,39,0.7,7.1
2023-09-30,3,27.8,35.2,21.5,0.00,0.00,13.4,66,21,42,5.0,8.5
2023-10-01,3,27.3,34.2,21.2,0.00,0.00,11.3,69,22,42,5.2,8.3
2023-10-02,3,27.6,35.2,20.9,0.00,0.00,14.3,55,20,35,1.5,7.9
2023-10-03,3,27.3,33.8,20.9,0.00,0.00,14.1,47,22,34,3.3,8.5
2023-10-04,0,27.0,34.7,20.4,0.00,0.00,16.6,52,17,32,5.2,10.1
2023-10-05,0,27.4,35.0,20.8,0.00,0.00,20.2,52,23,37,4.2,12.2
2023-10-06,0,28.3,35.2,23.0,0.00,0.00,19.6,55,23,39,7.9,15.6
2023-10-07,0,28.4,35.0,23.1,0.00,0.00,17.8,66,28,47,7.1,13.9
2023-10-08,0,28.6,34.7,23.5,0.00,0.00,19.2,67,32,49,9.0,14.5
2023-10-09,0,28.9,34.3,24.2,0.00,0.00,21.2,67,30,47,9.5,15.9
2023-10-10,1,28.5,33.6,23.5,0.00,0.00,15.5,71,34,49,7.9,12.1
2023-10-11,0,27.4,34.3,22.2,0.00,0.00,14.2,56,22,38,6.6,10.0
2023-10-12,0,27.2,34.2,20.1,0.00,0.00,13.0,56,25,38,4.0,8.7
2023-10-13,3,28.2,34.5,22.0,0.00,0.00,13.2,57,25,39,6.9,9.4
2023-10-14,3,28.5,34.2,22.1,0.00,0.00,11.6,56,24,37,1.3,7.6
2023-10-15,3,27.5,33.2,22.5,0.00,0.00,14.4,54,31,40,5.5,9.7
2023-10-16,51,25.7,32.7,21.0,0.20,0.20,18.7,72,26,45,4.4,11.6
2023-10-17,53,23.4,30.4,19.5,0.80,0.80,17.3,84,29,63,3.3,9.9
2023-10-18,51,23.8,30.0,19.0,0.10,0.10,11.1,84,22,50,3.1,6.7
2023-10-19,0,23.7,30.9,16.9,0.00,0.00,9.9,84,23,49,1.5,7.0
2023-10-20,1,24.7,31.2,19.1,0.00,0.00,11.4,70,23,45,1.8,7.9
2023-10-21,1,25.1,31.6,19.0,0.00,0.00,11.4,69,24,45,1.1,6.3
2023-10-22,1,25.2,32.0,19.8,0.00,0.00,12.8,62,24,42,4.1,8.1
2023-10-23,0,24.9,31.0,19.0,0.00,0.00,13.6,68,22,40,2.5,9.0
2023-10-24,1,24.2,30.8,18.0,0.00,0.00,14.4,76,24,41,1.6,8.3
2023-10-25,0,24.4,30.9,17.8,0.00,0.00,17.0,77,22,41,0.4,9.2
2023-10-26,0,24.0,31.2,18.1,0.00,0.00,19.2,67,18,38,6.6,10.3
2023-10-27,3,23.8,31.0,16.9,0.00,0.00,10.7,60,24,39,3.5,7.0
2023-10-28,3,24.7,30.8,19.2,0.00,0.00,9.4,54,26,41,3.1,7.1
2023-10-29,3,25.4,32.5,19.6,0.00,0.00,15.3,63,22,42,5.4,9.2
2023-10-30,3,25.1,32.2,19.5,0.00,0.00,10.0,76,23,43,1.6,7.2
2023-10-31,3,25.5,32.5,19.2,0.00,0.00,10.9,66,18,41,1.5,7.5
2023-11-01,1,24.7,31.4,19.1,0.00,0.00,10.0,73,23,47,5.4,7.8
2023-11-02,1,24.8,31.0,18.5,0.00,0.00,12.0,69,22,40,1.6,6.5
2023-11-03,1,24.9,31.4,18.4,0.00,0.00,16.2,73,20,37,2.3,9.2
2023-11-04,3,23.6,30.2,17.5,0.00,0.00,9.9,71,24,45,1.5,6.4
2023-11-05,1,24.5,30.8,19.0,0.00,0.00,14.3,64,25,39,1.9,8.5
2023-11-06,2,24.0,30.4,18.6,0.00,0.00,13.2,69,26,42,2.9,8.3
2023-11-07,1,24.1,31.1,17.5,0.00,0.00,10.5,65,23,41,4.2,6.9
2023-11-08,3,24.7,30.8,18.4,0.00,0.00,14.9,53,23,35,3.5,8.9
2023-11-09,3,24.7,30.8,18.8,0.00,0.00,10.7,66,24,39,3.0,6.6
2023-11-10,2,23.1,29.5,18.5,0.00,0.00,15.6,80,30,48,5.4,9.3
2023-11-11,3,20.2,26.5,15.0,0.00,0.00,11.8,99,35,68,2.9,7.6
2023-11-12,1,19.8,26.2,14.4,0.00,0.00,9.4,88,32,59,1.9,7.1
2023-11-13,3,20.4,26.2,14.5,0.00,0.00,8.6,84,36,57,3.8,6.7
2023-11-14,3,20.6,25.2,16.5,0.00,0.00,9.6,83,40,61,5.6,6.7
2023-11-15,0,19.8,26.2,14.2,0.00,0.00,8.9,88,28,57,0.4,5.8
2023-11-16,0,19.4,25.8,13.9,0.00,0.00,9.3,75,30,54,6.1,7.4
2023-11-17,3,19.3,25.2,14.1,0.00,0.00,9.7,88,31,59,1.8,6.1
2023-11-18,3,19.7,25.2,15.2,0.00,0.00,8.2,72,36,54,0.8,4.2
2023-11-19,0,19.3,26.2,14.1,0.00,0.00,9.2,78,34,56,4.0,6.8
2023-11-20,0,20.0,26.8,14.1,0.00,0.00,8.4,88,32,59,1.5,5.5
2023-11-21,3,19.8,26.8,14.4,0.00,0.00,13.7,86,30,59,5.1,8.3
2023-11-22,0,18.8,25.6,12.6,0.00,0.00,9.8,79,25,50,2.6,7.4
2023-11-23,0,19.3,26.1,12.6,0.00,0.00,9.9,80,25,48,4.2,7.1
2023-11-24,1,19.5,26.2,13.2,0.00,0.00,9.4,86,30,54,0.5,5.4
2023-11-25,3,18.9,25.5,13.3,0.00,0.00,9.9,90,31,61,6.6,8.2
2023-11-26,3,19.6,25.2,14.8,0.00,0.00,19.7,90,29,62,6.5,12.1
2023-11-27,61,18.1,21.9,15.3,2.50,2.50,17.4,88,50,71,2.1,9.3
2023-11-28,53,17.1,20.6,14.1,0.90,0.90,11.2,96,65,82,4.1,7.5
2023-11-29,51,17.8,23.2,13.9,0.30,0.30,8.9,95,47,77,5.9,7.3
2023-11-30,51,18.4,24.1,14.3,0.10,0.10,12.0,95,43,77,2.3,6.6
2023-12-01,1,18.0,24.0,14.1,0.00,0.00,11.8,97,47,79,5.3,7.8
2023-12-02,1,18.6,23.9,14.4,0.00,0.00,12.9,95,43,73,7.9,10.1
2023-12-03,53,18.1,23.1,15.0,1.10,1.10,13.0,95,52,76,5.4,10.4
2023-12-04,51,17.3,22.5,13.8,0.40,0.40,11.9,96,53,77,5.5,8.7
2023-12-05,0,17.1,22.9,13.2,0.00,0.00,12.1,87,42,65,6.4,9.9
2023-12-06,0,16.5,22.4,12.4,0.00,0.00,11.0,74,35,59,5.6,8.0
2023-12-07,0,17.3,23.4,12.9,0.00,0.00,11.6,78,38,57,1.1,7.9
2023-12-08,3,18.0,24.2,12.4,0.00,0.00,10.6,79,38,61,2.2,6.3
2023-12-09,0,17.9,24.1,12.4,0.00,0.00,11.2,83,33,55,1.1,4.3
2023-12-10,3,16.6,23.8,10.9,0.00,0.00,10.5,82,24,52,3.6,6.9
2023-12-11,0,16.0,23.0,10.6,0.00,0.00,11.0,83,37,60,4.1,8.3
2023-12-12,0,16.4,23.0,11.3,0.00,0.00,10.6,80,36,61,4.5,7.4
2023-12-13,3,16.7,23.4,10.8,0.00,0.00,9.0,85,33,60,3.4,6.7
2023-12-14,3,16.4,23.3,10.0,0.00,0.00,11.3,80,33,57,0.4,6.7
2023-12-15,1,16.8,22.5,11.9,0.00,0.00,10.4,74,37,55,2.5,6.6
2023-12-16,1,16.3,23.2,10.4,0.00,0.00,10.6,88,37,63,3.3,6.8
2023-12-17,2,16.4,23.7,10.0,0.00,0.00,14.9,89,26,57,1.6,6.2
2023-12-18,2,15.9,22.3,11.4,0.00,0.00,14.7,82,20,49,7.1,11.0
2023-12-19,3,14.8,22.0,9.2,0.00,0.00,11.0,76,27,51,5.4,8.6
2023-12-20,3,15.0,20.9,9.8,0.00,0.00,9.3,68,30,49,0.0,6.0
2023-12-21,3,15.5,22.9,9.6,0.00,0.00,9.4,68,27,51,1.8,5.8
2023-12-22,3,15.6,23.2,9.1,0.00,0.00,10.4,72,27,51,1.5,7.0
2023-12-23,51,16.2,23.2,11.4,0.10,0.10,12.8,92,36,64,5.4,8.1
2023-12-24,3,15.3,22.8,9.9,0.00,0.00,9.3,98,37,73,3.7,6.8
2023-12-25,3,16.1,24.0,9.9,0.00,0.00,9.5,93,32,65,2.2,6.0
2023-12-26,3,17.0,25.0,10.0,0.00,0.00,9.8,87,26,58,2.6,7.4
2023-12-27,3,16.3,24.5,9.9,0.00,0.00,12.1,87,23,61,3.4,7.8
2023-12-28,0,15.3,23.0,10.4,0.00,0.00,10.3,94,34,71,5.6,7.6
2023-12-29,3,13.9,21.5,9.9,0.00,0.00,11.5,100,38,80,6.0,8.5
2023-12-30,3,13.5,21.2,9.1,0.00,0.00,11.5,100,36,77,4.3,7.9
2023-12-31,1,13.5,21.2,8.8,0.00,0.00,11.3,99,45,78,5.4,8.5
2024-01-01,3,12.6,20.8,7.9,0.00,0.00,9.2,100,32,78,3.2,6.6
2024-01-02,3,11.6,18.8,7.2,0.00,0.00,8.4,100,55,86,3.7,6.0
2024-01-03,3,11.3,17.6,7.1,0.00,0.00,7.9,100,59,85,2.5,5.9
2024-01-04,3,10.9,17.9,6.2,0.00,0.00,8.4,100,54,84,1.8,5.1
2024-01-05,3,10.7,17.4,6.3,0.00,0.00,10.0,100,55,84,2.4,6.5
2024-01-06,0,10.7,17.6,6.1,0.00,0.00,9.7,98,57,82,2.5,6.2
2024-01-07,0,10.7,18.0,5.4,0.00,0.00,8.2,98,54,82,4.3,6.4
2024-01-08,0,12.4,19.4,6.9,0.00,0.00,11.3,97,61,84,5.9,8.6
2024-01-09,3,12.9,19.4,8.6,0.00,0.00,11.0,98,55,84,4.3,7.3
2024-01-10,3,11.2,19.2,6.1,0.00,0.00,10.4,100,37,75,3.6,7.4
2024-01-11,0,11.7,19.9,4.2,0.00,0.00,7.9,93,33,65,1.1,4.2
2024-01-12,1,13.5,21.0,6.3,0.00,0.00,9.2,91,38,64,0.5,5.3
2024-01-13,3,14.5,22.0,7.3,0.00,0.00,10.0,90,46,68,3.3,6.2
2024-01-14,3,14.8,22.2,8.4,0.00,0.00,8.9,95,40,72,0.0,5.1
2024-01-15,3,14.2,20.8,7.7,0.00,0.00,7.9,96,43,69,1.5,4.8
2024-01-16,3,14.0,20.7,6.7,0.00,0.00,11.7,95,42,68,1.8,6.4
2024-01-17,3,13.3,20.5,8.6,0.00,0.00,11.3,96,37,71,5.4,9.0
2024-01-18,3,12.6,20.5,6.9,0.00,0.00,10.1,99,45,77,0.5,5.8
2024-01-19,3,11.9,19.8,7.8,0.00,0.00,12.3,100,49,83,3.4,7.2
2024-01-20,3,10.9,18.9,6.2,0.00,0.00,9.4,100,38,79,3.0,6.4
2024-01-21,3,12.4,20.3,7.2,0.00,0.00,10.7,100,34,76,4.1,6.9
2024-01-22,3,12.5,20.2,6.7,0.00,0.00,10.1,100,39,76,5.4,7.7
2024-01-23,3,13.5,20.9,8.4,0.00,0.00,8.6,100,35,74,3.7,6.4
2024-01-24,1,13.9,20.6,8.5,0.00,0.00,10.7,97,35,71,1.5,6.2
2024-01-25,3,13.0,20.0,7.8,0.00,0.00,10.2,100,40,75,2.9,7.2
2024-01-26,3,13.5,21.5,6.4,0.00,0.00,10.8,100,40,73,3.3,7.2
2024-01-27,3,15.3,23.2,8.7,0.00,0.00,11.2,92,38,68,3.4,7.7
2024-01-28,3,16.7,23.7,10.3,0.00,0.00,13.7,89,38,65,2.5,9.0
2024-01-29,3,16.9,24.1,10.9,0.00,0.00,10.3,92,31,63,1.1,6.5
2024-01-30,3,16.8,23.3,11.0,0.00,0.00,9.6,93,43,71,3.3,6.0
2024-01-31,51,17.8,23.9,12.7,0.50,0.50,15.1,97,42,70,0.4,9.0
2024-02-01,1,17.7,25.2,11.7,0.00,0.00,16.8,97,26,65,5.6,10.6
2024-02-02,3,16.5,22.6,12.4,0.00,0.00,15.3,100,27,63,6.1,10.0
2024-02-03,53,16.5,22.9,10.1,0.90,0.90,11.9,83,36,60,1.0,7.7
2024-02-04,61,17.9,23.4,14.4,5.30,5.30,27.1,99,54,83,3.4,10.5
2024-02-05,3,16.2,21.5,11.9,0.00,0.00,12.3,100,37,73,3.8,8.4
2024-02-06,3,14.3,20.8,9.2,0.00,0.00,11.6,89,29,57,0.5,8.0
2024-02-07,3,15.0,21.2,10.9,0.00,0.00,14.4,65,30,50,1.8,9.3
2024-02-08,1,13.9,21.0,9.1,0.00,0.00,16.6,76,24,51,7.1,12.5
2024-02-09,0,14.0,21.5,7.3,0.00,0.00,11.0,68,24,44,2.9,7.8
2024-02-10,0,14.7,22.2,8.6,0.00,0.00,9.5,73,22,48,5.1,7.4
2024-02-11,0,14.8,22.6,9.1,0.00,0.00,9.8,89,25,57,0.8,5.8
2024-02-12,3,15.0,21.7,9.2,0.00,0.00,9.2,82,26,55,3.9,6.2
2024-02-13,3,16.5,23.4,10.4,0.00,0.00,11.2,88,32,57,0.8,6.7
2024-02-14,51,18.1,24.2,13.4,0.10,0.10,11.9,74,29,50,1.5,8.3
2024-02-15,0,17.4,25.0,10.9,0.00,0.00,10.4,88,25,49,1.1,6.5
2024-02-16,0,17.6,25.5,11.6,0.00,0.00,12.0,78,23,50,2.9,6.7
